mode,load,0_efficientnet_b5-4,1_efficientnet_b7-8,2_vgg11-2
mps-uncap,0.8,15.258550643920898,21.297693252563477,1.4071464538574219
mps-uncap,0.9,15.263557434082031,22.34649658203125,1.4379024505615234
mps-uncap,1.0,18.601417541503906,23.00119400024414,1.8699169158935547
mps-uncap,0.5,14.899730682373047,21.114826202392578,1.409292221069336
mps-uncap,0.6,14.853954315185547,20.99299430847168,1.4069080352783203
mps-uncap,0.7,14.777183532714844,21.384239196777344,1.3933181762695312
mps-uncap,0.1,15.821456909179688,21.663904190063477,1.4328956604003906
mps-uncap,0.2,15.043973922729492,21.416664123535156,1.4348030090332031
mps-uncap,0.3,15.036821365356445,21.32892608642578,1.4271736145019531
mps-uncap,0.4,14.786005020141602,21.331310272216797,1.4026165008544922
