mode,load,0_efficientnet_b5-4,1_efficientnet_b7-8,2_vgg11-2
mps-uncap,0.8,152.57524013519281,323.9647960662842,80.25103807449337
mps-uncap,0.9,205.69128513336227,772.3753738403319,109.26097393035899
mps-uncap,1.0,7591.6822385787955,663.9449787139893,6284.405422210693
mps-uncap,0.5,41.51633501052848,56.791102886199944,6.820578575134297
mps-uncap,0.6,73.57316493988041,80.3916835784912,10.622596740722676
mps-uncap,0.7,72.20079421997066,104.62265014648445,16.820969581603997
mps-uncap,0.1,26.89807415008545,31.50548934936522,2.170515060424807
mps-uncap,0.2,26.44884586334228,27.875852584838857,3.0526113510131854
mps-uncap,0.3,25.25125503540036,32.52270221710211,3.6328196525573735
mps-uncap,0.4,36.924822330474875,47.31284856796233,5.560839176177982
