mode,load,0_efficientnet_b5-4,1_efficientnet_b7-8,2_vgg11-2
mps-uncap,0.8,39.79790210723877,51.284074783325195,5.737781524658203
mps-uncap,0.9,45.51088809967041,240.35406112670898,20.948410034179688
mps-uncap,1.0,4087.318181991577,237.81085014343262,2856.0826778411865
mps-uncap,0.5,18.78976821899414,25.325417518615723,2.2859573364257812
mps-uncap,0.6,21.150827407836914,26.999473571777344,2.6466846466064453
mps-uncap,0.7,25.179624557495117,32.347917556762695,3.319978713989258
mps-uncap,0.1,27.39846706390381,29.102802276611328,2.2668838500976562
mps-uncap,0.2,18.32103729248047,24.543285369873047,2.126455307006836
mps-uncap,0.3,17.955541610717773,24.238228797912598,2.138376235961914
mps-uncap,0.4,18.10002326965332,24.996161460876465,2.1725893020629883
