mode,load,0_efficientnet_b5-4,1_efficientnet_b7-8,2_vgg11-2
mps-uncap,0.8,218.83845329284668,440.57679176330566,106.24837875366211
mps-uncap,0.9,254.4422149658203,839.4813537597656,139.36901092529297
mps-uncap,1.0,7666.182994842529,728.3613681793213,6372.239351272583
mps-uncap,0.5,60.968875885009766,78.6888599395752,13.56649398803711
mps-uncap,0.6,111.23108863830566,105.22937774658203,25.40731430053711
mps-uncap,0.7,112.00976371765137,163.1762981414795,28.561830520629883
mps-uncap,0.1,40.95053672790527,34.39760208129883,6.52313232421875
mps-uncap,0.2,37.439584732055664,41.08738899230957,6.825447082519531
mps-uncap,0.3,38.42806816101074,42.224884033203125,9.779930114746094
mps-uncap,0.4,61.19394302368164,71.17009162902832,13.347148895263672
