mode,load,0_squeezenet1_0-8,1_alexnet-2,2_resnet50-4
mps-uncap,1.0,2.866506576538086,0.8566379547119141,5.061626434326172
mig,1.0,3.3364295959472656,1.4061927795410156,6.921291351318359
