mode,load,0_squeezenet1_0-8,1_alexnet-2,2_resnet50-4
mps-uncap,1.0,2.8662681579589844,0.8566379547119141,5.06138801574707
mig,1.0,3.3364295959472656,1.405954360961914,6.921052932739258
