mode,load,0_squeezenet1_0-8,1_alexnet-2,2_resnet50-4
mps-uncap,1.0,15.204191207885742,11.680841445922852,13.087034225463867
mig,1.0,19.36817169189453,16.623497009277344,21.410226821899414
