mode,load,0_densenet161-8,1_resnet101-32,2_resnet18-16
mps-uncap,0.8,263.3931636810303,221.50611877441406,74.06044006347656
mps-uncap,0.9,886.6267204284668,434.5989227294922,105.25965690612793
mps-uncap,1.0,1566.317081451416,1049.180269241333,782.459020614624
mps-uncap,0.5,66.1630630493164,96.79150581359863,23.203372955322266
mps-uncap,0.6,118.60013008117676,198.47559928894043,43.988943099975586
mps-uncap,0.7,137.4523639678955,164.69478607177734,49.944400787353516
mps-uncap,0.1,39.18790817260742,35.90822219848633,11.639833450317383
mps-uncap,0.2,55.86051940917969,58.70246887207031,14.833927154541016
mps-uncap,0.3,69.05913352966309,65.17791748046875,21.559715270996094
mps-uncap,0.4,67.21735000610352,89.96701240539551,21.06761932373047
