mode,load,0_densenet161-8,1_resnet101-32,2_resnet18-16
mps-uncap,0.8,174.41795716586958,867.14113535985,1759.0334936620748
mps-uncap,0.9,193.42964207604052,933.5802310019787,2010.3221419443278
mps-uncap,1.0,205.1310845683822,1069.1571513574513,2231.959860910094
mps-uncap,0.5,101.7167002626051,491.37651501221455,1127.2995168869097
mps-uncap,0.6,129.91903860294633,652.3292396682821,1305.534918478719
mps-uncap,0.7,145.5729300114295,717.2562499185534,1588.8075603728298
mps-uncap,0.1,19.818450251667365,92.70908169586006,217.6224834051599
mps-uncap,0.2,38.03896517444977,215.89021572042947,447.92561517553065
mps-uncap,0.3,63.25641051397925,310.97032910025473,674.8614099579924
mps-uncap,0.4,82.58047256996001,395.5405584645913,891.6290896941234
