mode,load,0_resnet152-32,1_resnet50-2,2_squeezenet1_0-4
mps-uncap,0.6,28.79929542541504,4.581451416015625,1.6813278198242188
mig,0.6,55.16242980957031,4.789829254150391,2.6628971099853516
mps-uncap,0.7,30.078649520874023,4.578113555908203,1.6870498657226562
mig,0.7,55.05824089050293,4.848003387451172,2.660989761352539
mps-uncap,0.8,32.63521194458008,4.564762115478516,1.6925334930419922
mig,0.8,55.184364318847656,4.838705062866211,2.658367156982422
mps-uncap,0.9,33.432960510253906,4.640817642211914,1.7023086547851562
mig,0.9,55.38749694824219,4.863500595092773,2.661466598510742
mps-uncap,1.0,34.621238708496094,4.642724990844727,1.718759536743164
mig,1.0,55.50789833068848,4.866123199462891,2.685070037841797
mps-uncap,1.1,28.388261795043945,4.638195037841797,1.7094612121582031
mig,1.1,55.45973777770996,4.813671112060547,2.6917457580566406
mps-uncap,1.2,35.3236198425293,4.601240158081055,1.7213821411132812
mig,1.2,55.79543113708496,4.8580169677734375,2.6814937591552734
mps-uncap,1.3,29.901742935180664,4.680156707763672,1.7039775848388672
mig,1.3,55.89032173156738,4.893064498901367,2.705812454223633
