mode,load,0_resnet152-32,1_resnet50-2,2_squeezenet1_0-4
mps-uncap,0.6,70.46031951904298,39.73114490509033,11.7417573928833
mig,0.6,174.00374412536624,15.010309219360355,9.101486206054688
mps-uncap,0.7,79.47063446044923,97.74136543273926,18.486332893371582
mig,0.7,203.26726436614993,20.317077636718757,11.461305618286133
mps-uncap,0.8,102.24685668945312,733.7479591369629,31.912660598754883
mig,0.8,458.5384368896485,29.8454761505127,14.225721359252933
mps-uncap,0.9,106.2715768814087,14525.514006614685,124.80249404907224
mig,0.9,926.3814687728882,62.63387203216554,29.057312011718754
mps-uncap,1.0,138.57355117797854,20527.31900215149,5348.761940002441
mig,1.0,3260.378837585449,218.50419044494632,131.69879913330078
mps-uncap,1.1,158.48207473754886,29245.314478874207,16185.639047622679
mig,1.1,9494.251608848572,5033.696532249452,6142.7165269851685
mps-uncap,1.2,242.7746057510377,39286.420917510986,22652.248859405518
mig,1.2,14159.525299072266,13226.70042514801,10776.925468444824
mps-uncap,1.3,272.186279296875,41949.56736564636,35801.2414932251
mig,1.3,19192.756414413452,17674.918127059937,16571.236371994015
