mode,load,0_efficientnet_b6-2,1_efficientnet_b7-8,2_inception_v3-32,3_mobilenet_v2-32
mps-uncap,1.0,0.009775161743164062,0.000476837158203125,0.000476837158203125,0.00286102294921875
