mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-32,2_mobilenet_v3_small-8,3_resnet18-32
mps-uncap,1.0,2199.398161179694,2079.383365015354,759.5631827591106,2792.8708884558446
