mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-32,2_mobilenet_v3_small-8,3_resnet18-32
mps-uncap,1.0,0.00286102294921875,0.00667572021484375,0.0054836273193359375,0.002384185791015625
