mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-32,2_mobilenet_v3_small-8,3_resnet18-32
mps-uncap,1.0,22.077083587646484,23.90122413635254,18.3866024017334,19.046783447265625
