mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-32,2_mobilenet_v3_small-8,3_resnet18-32
mps-uncap,1.0,17.52547264099121,19.203238487243652,14.632861614227297,15.344741344451899
