mode,load,0_densenet161-16,1_densenet169-2,2_efficientnet_b6-8
mps-uncap,0.8,478.4528523163781,75.17735149501759,265.32600224756004
mps-uncap,0.9,527.3330548514404,82.78365112345836,296.5039830404124
mps-uncap,1.0,566.970941564271,95.35370041715439,327.71472614527175
mps-uncap,0.5,296.24552102473297,45.485184971021546,160.37107161387908
mps-uncap,0.6,344.0445096325565,54.26452546092241,193.15055100379817
mps-uncap,0.7,420.02864612526605,67.91984088557474,229.99000463243712
mps-uncap,0.1,56.01405894266739,9.538495704653135,35.94925832287279
mps-uncap,0.2,110.32488190948618,19.01586071554806,63.145871647278476
mps-uncap,0.3,162.7034377866556,28.02904697123116,98.24955352117846
mps-uncap,0.4,244.3575030614712,37.245780755534085,133.3995509946529
