mode,load,0_densenet161-16,1_densenet169-2,2_efficientnet_b6-8
mps-uncap,0.8,0.01239776611328125,0.01239776611328125,0.01239776611328125
mps-uncap,0.9,0.012874603271484375,0.01239776611328125,0.011920928955078125
mps-uncap,1.0,0.014066696166992188,0.013113021850585938,0.01239776611328125
mps-uncap,0.5,0.012636184692382812,0.011205673217773438,0.01239776611328125
mps-uncap,0.6,0.012636184692382812,0.012636184692382812,0.01239776611328125
mps-uncap,0.7,0.012636184692382812,0.01049041748046875,0.012159347534179688
mps-uncap,0.1,0.021696090698242188,0.020265579223632812,0.020742416381835938
mps-uncap,0.2,0.016927719116210938,0.017404556274414062,0.012636184692382812
mps-uncap,0.3,0.013828277587890625,0.0133514404296875,0.013589859008789062
mps-uncap,0.4,0.0133514404296875,0.012159347534179688,0.012874603271484375
