mode,load,0_mobilenet_v3_large-8,1_resnet18-4,2_squeezenet1_0-16
mps-uncap,0.8,52.527475357055664,50.34513473510743,27.967786788940437
mps-uncap,0.9,539.8399829864504,8793.017625808716,86.9598388671875
mps-uncap,1.0,6530.881309509277,15492.077827453613,2923.7879037857056
mps-uncap,0.5,13.998150825500492,7.099246978759766,11.62893772125244
mps-uncap,0.6,14.733314514160156,8.435416221618656,14.747142791748047
mps-uncap,0.7,18.6765193939209,12.523674964904792,21.70248031616211
mps-uncap,0.1,15.658855438232422,5.8974504470825195,6.459832191467285
mps-uncap,0.2,19.51355934143067,7.893562316894531,7.803773880004883
mps-uncap,0.3,16.421890258789066,7.971382141113287,9.0195894241333
mps-uncap,0.4,13.628268241882328,6.959724426269534,10.616540908813477
