mode,load,0_mobilenet_v3_large-8,1_resnet18-4,2_squeezenet1_0-16
mps-uncap,0.8,8.098392486572264,5.299682617187499,6.703186035156251
mps-uncap,0.9,7.662527561187741,4.742622375488281,5.998492240905762
mps-uncap,1.0,7.586002349853516,4.727518558502197,4.679203033447266
mps-uncap,0.5,8.67515563964844,5.182409286499024,6.625320911407471
mps-uncap,0.6,7.216298580169681,5.1708340644836435,7.053279876708988
mps-uncap,0.7,6.783127784729004,5.077250003814697,7.007427215576168
mps-uncap,0.1,12.235808372497562,5.580568313598631,6.906282901763916
mps-uncap,0.2,12.092132568359375,4.9829006195068395,6.608104705810545
mps-uncap,0.3,11.452350616455078,5.231924057006835,6.393351554870604
mps-uncap,0.4,10.015475749969482,4.728507995605468,7.206368446350094
