mode,load,0_mobilenet_v3_large-8,1_resnet18-4,2_squeezenet1_0-16
mps-uncap,0.8,192.51012802124023,120.35393714904785,65.8421516418457
mps-uncap,0.9,764.8882865905762,9537.044763565063,178.8346767425537
mps-uncap,1.0,7141.211271286011,17473.71506690979,3400.7625579833984
mps-uncap,0.5,38.89751434326172,20.532846450805664,39.16478157043457
mps-uncap,0.6,36.95273399353027,22.613048553466797,43.77913475036621
mps-uncap,0.7,44.55065727233887,35.80737113952637,64.22948837280273
mps-uncap,0.1,21.90852165222168,10.83683967590332,8.412599563598633
mps-uncap,0.2,35.10260581970215,12.718677520751953,17.096519470214844
mps-uncap,0.3,31.917333602905273,14.430046081542969,18.282175064086914
mps-uncap,0.4,28.052091598510742,15.378475189208984,22.48239517211914
