mode,load,0_mobilenet_v3_large-8,1_resnet18-4,2_squeezenet1_0-16
mps-uncap,0.8,198.46558570861816,122.30277061462402,70.24455070495605
mps-uncap,0.9,770.9810733795166,9541.614532470703,182.99603462219238
mps-uncap,1.0,7148.617506027222,17484.086990356445,3405.025005340576
mps-uncap,0.5,46.80371284484863,22.46689796447754,42.833566665649414
mps-uncap,0.6,41.88251495361328,26.373863220214844,47.84679412841797
mps-uncap,0.7,49.73554611206055,39.24250602722168,68.97473335266113
mps-uncap,0.1,32.36198425292969,15.130996704101562,13.232946395874023
mps-uncap,0.2,40.874481201171875,17.06838607788086,21.193981170654297
mps-uncap,0.3,39.30401802062988,18.857955932617188,24.390459060668945
mps-uncap,0.4,33.25390815734863,17.739295959472656,26.5347957611084
