mode,load,0_mobilenet_v3_large-8,1_resnet18-4,2_squeezenet1_0-16
mps-uncap,0.8,7.229900360107422,4.486370086669922,4.629993438720703
mps-uncap,0.9,7.330894470214844,4.596471786499023,4.595518112182617
mps-uncap,1.0,7.35936164855957,4.617452621459961,4.599809646606445
mps-uncap,0.5,7.011532783508301,3.9428710937500004,5.462408065795898
mps-uncap,0.6,6.165862083435059,3.9446353912353516,5.717754364013672
mps-uncap,0.7,6.024599075317383,4.047846794128418,5.456066131591798
mps-uncap,0.1,11.577129364013672,4.714488983154297,5.65493106842041
mps-uncap,0.2,11.587047576904297,4.623651504516602,5.550670623779297
mps-uncap,0.3,9.848260879516602,4.563093185424805,5.395770072937012
mps-uncap,0.4,8.449006080627443,4.156780242919923,5.939722061157227
