mode,load,0_mobilenet_v3_large-8,1_resnet18-4,2_squeezenet1_0-16
mps-uncap,0.8,10.771036148071289,6.783962249755859,7.386207580566406
mps-uncap,0.9,9.929180145263672,8.227348327636719,7.22503662109375
mps-uncap,1.0,9.173870086669922,10.371923446655273,7.14111328125
mps-uncap,0.5,10.518312454223633,6.283044815063477,7.522821426391602
mps-uncap,0.6,10.092496871948242,6.48808479309082,7.946252822875977
mps-uncap,0.7,9.121179580688477,6.551265716552734,8.051633834838867
mps-uncap,0.1,14.369964599609375,7.201194763183594,8.368730545043945
mps-uncap,0.2,15.584707260131836,8.418798446655273,8.41379165649414
mps-uncap,0.3,13.261795043945312,8.128881454467773,8.459091186523438
mps-uncap,0.4,12.220144271850586,7.696390151977539,9.851694107055664
