mode,load,0_mobilenet_v3_large-8,1_resnet18-4,2_squeezenet1_0-16
mps-uncap,0.8,11.666536331176758,10.244607925415039,6.568670272827148
mps-uncap,0.9,166.5494441986084,4603.036403656006,23.839712142944336
mps-uncap,1.0,3351.2113094329834,8505.935430526733,1450.4557847976685
mps-uncap,0.5,0.027894973754882812,0.020742416381835938,0.2428293228149414
mps-uncap,0.6,0.9713172912597656,0.5899667739868164,1.9376277923583984
mps-uncap,0.7,2.9828548431396484,1.9767284393310547,4.29987907409668
mps-uncap,0.1,0.030517578125,0.029087066650390625,0.030755996704101562
mps-uncap,0.2,0.029802322387695312,0.027179718017578125,0.02765655517578125
mps-uncap,0.3,0.028133392333984375,0.027418136596679688,0.02765655517578125
mps-uncap,0.4,0.0286102294921875,0.02574920654296875,0.02765655517578125
