mode,load,0_mobilenet_v3_large-8,1_resnet18-4,2_squeezenet1_0-16
mps-uncap,0.8,5.992650985717773,3.4084320068359375,4.319429397583008
mps-uncap,0.9,6.131172180175781,4.270076751708984,4.466533660888672
mps-uncap,1.0,6.219148635864258,4.370450973510742,4.486083984375
mps-uncap,0.5,5.600094795227051,2.642393112182617,4.1381120681762695
mps-uncap,0.6,5.416989326477051,2.7649402618408203,4.148244857788086
mps-uncap,0.7,5.452156066894531,2.9807090759277344,4.334688186645508
mps-uncap,0.1,11.189460754394531,4.512310028076172,4.524827003479004
mps-uncap,0.2,9.511232376098633,4.378080368041992,4.631757736206055
mps-uncap,0.3,8.059978485107422,4.0580034255981445,4.580974578857422
mps-uncap,0.4,5.99515438079834,3.108978271484375,4.32431697845459
