mode,load,0_mobilenet_v3_large-8,1_resnet18-4,2_squeezenet1_0-16
mps-uncap,0.8,150.49597740173334,97.52849578857418,55.70856094360353
mps-uncap,0.9,741.9503808021544,9399.032175540924,145.71094512939453
mps-uncap,1.0,7005.253086090085,17283.791291713715,3377.490532398224
mps-uncap,0.5,24.566009044647227,12.863016128540044,21.587276458740224
mps-uncap,0.6,25.435543060302734,15.17896175384522,25.974035263061538
mps-uncap,0.7,32.84323215484619,23.500740528106693,43.02716732025144
mps-uncap,0.1,23.22404384613037,9.353401660919186,9.9034070968628
mps-uncap,0.2,30.483789443969748,12.112951278686523,12.71919250488281
mps-uncap,0.3,26.0060501098632,12.334139347076395,14.513576030731201
mps-uncap,0.4,21.245641708374016,12.150526046752924,17.517280578613253
