mode,load,0_mobilenet_v3_large-8,1_resnet18-4,2_squeezenet1_0-16
mps-uncap,0.8,144.42291259765616,94.02057647705067,51.306715011596715
mps-uncap,0.9,735.8718609809875,9395.597577095032,141.29292964935303
mps-uncap,1.0,6998.014183044431,17279.423487186432,3373.078842163086
mps-uncap,0.5,19.168345928192146,9.909439086914066,17.189888954162598
mps-uncap,0.6,20.004308223724415,12.214732170104998,21.427822113037145
mps-uncap,0.7,27.457833290100098,20.426383018493663,38.73224735260003
mps-uncap,0.1,13.703107833862315,4.750206470489501,4.35377359390259
mps-uncap,0.2,21.389474868774432,7.750177383422872,8.050603866577143
mps-uncap,0.3,18.50525856018063,8.371636867523183,10.013368129730223
mps-uncap,0.4,15.469155311584466,8.920574188232418,12.794196605682362
