mode,load,0_squeezenet1_1-32,1_resnet34-2,2_vgg11-16
mps-uncap,0.6,12.685015201568605,12.224292755126937,11.686100959777841
mig,0.6,11.711349487304688,4.884071350097656,23.315489292144775
mps-uncap,0.7,13.979578018188477,11.350076198577884,12.256557941436764
mig,0.7,11.50059700012207,4.568586349487314,23.27512502670289
mps-uncap,0.8,12.863292694091793,14.519033432006824,12.143964767456053
mig,0.8,11.417245864868168,4.3719482421875,23.456878662109375
mps-uncap,0.9,12.65578746795653,16.153945922851566,12.033519744873047
mig,0.9,11.283831596374513,4.36091423034668,23.27235221862793
mps-uncap,1.0,12.460322380065922,16.53802394866942,11.482248306274416
mig,1.0,11.410703659057615,4.34112548828125,23.505635261535637
mps-uncap,1.1,11.878693103790278,17.080621719360348,11.316776275634762
mig,1.1,10.75397491455079,4.228396415710449,23.313045501708984
mps-uncap,1.2,13.168349266052243,14.083838462829592,10.829410552978525
mig,1.2,9.7713041305542,3.9527416229248047,21.593291759490967
mps-uncap,1.3,13.134951591491697,14.412488937377926,10.759181976318363
mig,1.3,10.721015930175785,4.2156219482421875,23.077516555786136
