mode,load,0_squeezenet1_1-32,1_resnet34-2,2_vgg11-16
mps-uncap,0.6,3.7043094635009766,3.3347606658935547,5.901098251342773
mig,0.6,6.926536560058594,3.5431385040283203,19.575834274291992
mps-uncap,0.7,3.7376880645751953,3.303050994873047,6.001949310302734
mig,0.7,6.925821304321289,3.5784244537353516,19.619464874267578
mps-uncap,0.8,3.9763450622558594,3.3659934997558594,6.104469299316406
mig,0.8,6.941795349121094,3.59344482421875,19.699811935424805
mps-uncap,0.9,3.9985179901123047,3.381967544555664,6.138324737548828
mig,0.9,6.940603256225586,3.5982131958007812,19.62757110595703
mps-uncap,1.0,4.01616096496582,3.388643264770508,6.146907806396484
mig,1.0,6.964921951293945,3.553628921508789,19.732236862182617
mps-uncap,1.1,4.040956497192383,3.314971923828125,6.370306015014648
mig,1.1,7.068395614624023,3.6115646362304688,19.837617874145508
mps-uncap,1.2,4.227399826049805,3.3960342407226562,6.848335266113281
mig,1.2,7.014989852905273,3.581523895263672,19.808530807495117
mps-uncap,1.3,4.243373870849609,3.3462047576904297,6.8302154541015625
mig,1.3,6.9904327392578125,3.6284923553466797,19.739151000976562
