mode,load,0_squeezenet1_1-32,1_resnet34-2,2_vgg11-16
mps-uncap,0.6,49.71742630004883,102.26202011108398,28.140544891357422
mig,0.6,81.07876777648926,35.540103912353516,186.54584884643555
mps-uncap,0.7,53.29132080078125,219.47360038757324,36.73100471496582
mig,0.7,79.36668395996094,36.24749183654785,202.0397186279297
mps-uncap,0.8,70.83725929260254,4073.472499847412,36.435842514038086
mig,0.8,132.002592086792,55.817365646362305,270.10655403137207
mps-uncap,0.9,100.56686401367188,19785.21704673767,48.67362976074219
mig,0.9,242.05923080444336,106.50300979614258,491.95289611816406
mps-uncap,1.0,134.2623233795166,31251.577377319336,54.7025203704834
mig,1.0,591.5379524230957,403.8045406341553,2174.8533248901367
mps-uncap,1.1,269.01841163635254,40820.43361663818,58.75420570373535
mig,1.1,8189.223766326904,7481.193780899048,7280.4224491119385
mps-uncap,1.2,3187.6463890075684,45997.59864807129,51.60951614379883
mig,1.2,14099.484920501709,13729.369640350342,15402.263641357422
mps-uncap,1.3,13647.885799407959,51317.31104850769,60.09674072265625
mig,1.3,19286.089658737183,20583.094835281372,21233.51550102234
