mode,load,0_squeezenet1_1-32,1_resnet34-2,2_vgg11-16
mps-uncap,0.6,0.02765655517578125,3.4246444702148438,0.01811981201171875
mig,0.6,3.3004283905029297,1.2657642364501953,8.632540702819824
mps-uncap,0.7,0.8375644683837891,12.444376945495605,0.017404556274414062
mig,0.7,5.1727294921875,2.5243759155273438,14.257669448852539
mps-uncap,0.8,2.252817153930664,2261.218309402466,0.017642974853515625
mig,0.8,9.252548217773438,4.156589508056641,22.64237403869629
mps-uncap,0.9,4.953622817993164,9774.076581001282,0.017404556274414062
mig,0.9,28.01060676574707,9.761452674865723,50.599098205566406
mps-uncap,1.0,8.620500564575195,15666.415691375732,0.017642974853515625
mig,1.0,115.4019832611084,125.23150444030762,1182.227373123169
mps-uncap,1.1,25.88474750518799,20443.79734992981,0.018596649169921875
mig,1.1,4721.6081619262695,3581.0621976852417,3657.4833393096924
mps-uncap,1.2,1219.8214530944824,23182.374835014343,0.020265579223632812
mig,1.2,7129.782438278198,6607.37931728363,7921.996116638184
mps-uncap,1.3,6201.5650272369385,24968.67799758911,1.3686418533325195
mig,1.3,9575.589776039124,10092.441082000732,10649.731874465942
