mode,load,0_squeezenet1_1-32,1_resnet34-2,2_vgg11-16
mps-uncap,0.6,3.7271976470947266,3.3669471740722656,5.934000015258789
mig,0.6,6.939888000488281,3.5686492919921875,19.69146728515625
mps-uncap,0.7,3.876209259033203,3.3292770385742188,6.021976470947266
mig,0.7,6.956815719604492,3.6077499389648438,19.733905792236328
mps-uncap,0.8,3.993511199951172,3.4682750701904297,6.189107894897461
mig,0.8,7.043600082397461,3.625631332397461,19.75560188293457
mps-uncap,0.9,4.045963287353516,6.080865859985352,6.171226501464844
mig,0.9,7.016181945800781,3.6330223083496094,19.726991653442383
mps-uncap,1.0,4.093408584594727,3.5369396209716797,6.163835525512695
mig,1.0,7.01904296875,3.6063194274902344,19.864559173583984
mps-uncap,1.1,4.136323928833008,3.4711360931396484,6.387233734130859
mig,1.1,7.3375701904296875,3.694772720336914,19.91748809814453
mps-uncap,1.2,4.49681282043457,3.525972366333008,6.864309310913086
mig,1.2,7.579803466796875,3.6745071411132812,19.826650619506836
mps-uncap,1.3,8.746862411499023,4.506587982177734,6.888389587402344
mig,1.3,7.383584976196289,3.6880970001220703,20.000934600830078
