mode,load,0_squeezenet1_1-32,1_resnet34-2,2_vgg11-16
mps-uncap,0.6,27.09133148193361,41.991996765136705,20.772902965545665
mig,0.6,46.9686222076416,20.730686187744137,115.34124612808228
mps-uncap,0.7,33.245582580566406,126.68562650680542,23.274912834167463
mig,0.7,55.158138275146484,24.927325248718365,144.9998736381531
mps-uncap,0.8,42.15901374816884,3998.2212090492244,23.429651260375962
mig,0.8,81.60901069641122,38.25759887695311,230.75412273407014
mps-uncap,0.9,58.23464393615723,19537.004177570343,28.310337066650362
mig,0.9,171.77577495574954,83.21620225906369,414.7048902511596
mps-uncap,1.0,85.36574840545673,30916.652822494507,32.81256198883061
mig,1.0,515.0047492980957,365.76799392700207,2115.585141181945
mps-uncap,1.1,191.2349247932432,40279.216232299805,34.039564132690394
mig,1.1,8094.5325660705585,7437.2039914131165,7180.672407150269
mps-uncap,1.2,3044.7725963592525,45504.290270805366,33.31645011901857
mig,1.2,14007.891781330109,13631.052041053772,15109.578692913054
mps-uncap,1.3,13504.066948890686,50770.06588220596,39.62701559066774
mig,1.3,19052.69531726837,20283.56208801269,21000.309839248657
