mode,load,0_squeezenet1_1-32,1_resnet34-2,2_vgg11-16
mps-uncap,0.6,14.30046558380127,21.74067497253418,12.762165069580078
mig,0.6,25.41170120239258,11.040210723876957,65.27066230773926
mps-uncap,0.7,19.100427627563484,59.13820266723633,14.025163650512697
mig,0.7,29.486417770385742,13.58613967895508,81.88927173614502
mps-uncap,0.8,21.685552597045888,3780.661845207215,14.959049224853512
mig,0.8,43.030500411987305,19.87357139587402,109.89804267883304
mps-uncap,0.9,30.400204658508315,18057.01518058777,16.336536407470707
mig,0.9,98.44436645507812,43.236994743347175,176.95064544677737
mps-uncap,1.0,44.61154937744143,27975.619196891785,17.920303344726562
mig,1.0,320.05043029785156,284.97209548950195,1696.812415122986
mps-uncap,1.1,103.13425064086917,36672.827959060676,19.94924545288086
mig,1.1,7381.021976470947,6545.0909614563,6950.361680984497
mps-uncap,1.2,2528.061056137085,41286.4351272583,20.34592628479004
mig,1.2,12629.242897033691,12306.640887260437,13635.20827293396
mps-uncap,1.3,12505.149507522583,46480.75568675995,23.10137748718262
mig,1.3,17534.11772251129,18493.025064468384,19048.143577575684
