mode,load,0_squeezenet1_1-32,1_resnet34-2,2_vgg11-16
mps-uncap,0.6,4.534244537353516,3.7178993225097656,7.386565208435059
mig,0.6,7.424354553222656,3.648996353149414,19.984960556030273
mps-uncap,0.7,4.656076431274414,3.859877586364746,7.558465003967285
mig,0.7,7.459402084350586,3.6776065826416016,20.003437995910645
mps-uncap,0.8,4.6901702880859375,4.190564155578613,8.033275604248047
mig,0.8,7.533788681030273,3.6804676055908203,20.063161849975586
mps-uncap,0.9,4.832625389099121,4.452705383300781,8.324146270751953
mig,0.9,7.579565048217773,3.6880970001220703,20.120859146118164
mps-uncap,1.0,4.933357238769531,4.563093185424805,8.366584777832031
mig,1.0,7.672786712646484,3.6416053771972656,20.31576633453369
mps-uncap,1.1,5.035638809204102,4.627227783203125,8.618593215942383
mig,1.1,7.698535919189453,3.7086009979248047,20.331382751464844
mps-uncap,1.2,5.130290985107422,4.741787910461426,8.542776107788086
mig,1.2,7.7056884765625,3.6749839782714844,20.28369903564453
mps-uncap,1.3,5.27644157409668,4.746675491333008,8.57555866241455
mig,1.3,7.680177688598633,3.725290298461914,20.339012145996094
