mode,load,0_squeezenet1_1-32,1_resnet34-2,2_vgg11-16
mps-uncap,0.6,16.58487319946289,17.81940460205078,14.926433563232422
mig,0.6,14.048099517822266,7.377147674560547,25.835275650024414
mps-uncap,0.7,24.204015731811523,18.430471420288086,23.032426834106445
mig,0.7,17.64369010925293,18.2342529296875,24.69038963317871
mps-uncap,0.8,18.283843994140625,17.950773239135742,16.03555679321289
mig,0.8,15.779256820678711,5.705356597900391,24.674415588378906
mps-uncap,0.9,18.581867218017578,20.54429054260254,13.915300369262695
mig,0.9,23.131370544433594,13.183116912841797,28.896808624267578
mps-uncap,1.0,19.78921890258789,18.73612403869629,13.85045051574707
mig,1.0,21.139860153198242,11.530876159667969,27.514219284057617
mps-uncap,1.1,16.169309616088867,18.947601318359375,13.895034790039062
mig,1.1,14.912843704223633,11.782407760620117,24.82748031616211
mps-uncap,1.2,16.740798950195312,18.845558166503906,13.328313827514648
mig,1.2,15.731096267700195,11.595487594604492,23.07891845703125
mps-uncap,1.3,15.612602233886719,22.345542907714844,13.22031021118164
mig,1.3,17.061471939086914,11.94000244140625,24.957895278930664
