mode,load,0_squeezenet1_1-32,1_resnet34-2,2_vgg11-16
mps-uncap,0.6,0.011682510375976562,0.011205673217773438,0.012874603271484375
mig,0.6,0.011205673217773438,0.011205673217773438,0.012874603271484375
mps-uncap,0.7,0.011682510375976562,0.011920928955078125,0.01239776611328125
mig,0.7,0.011682510375976562,0.010728836059570312,0.013113021850585938
mps-uncap,0.8,0.011444091796875,0.014066696166992188,0.013113021850585938
mig,0.8,0.011444091796875,0.011444091796875,0.013113021850585938
mps-uncap,0.9,0.011682510375976562,0.014543533325195312,0.012636184692382812
mig,0.9,0.012874603271484375,0.012159347534179688,0.013113021850585938
mps-uncap,1.0,0.011920928955078125,0.014781951904296875,0.011205673217773438
mig,1.0,0.0133514404296875,0.0133514404296875,0.013828277587890625
mps-uncap,1.1,0.013113021850585938,0.01430511474609375,0.013113021850585938
mig,1.1,0.013113021850585938,0.015020370483398438,0.0133514404296875
mps-uncap,1.2,0.017404556274414062,0.015020370483398438,0.010967254638671875
mig,1.2,0.014066696166992188,0.013828277587890625,0.016689300537109375
mps-uncap,1.3,0.0171661376953125,0.015974044799804688,0.011444091796875
mig,1.3,0.01430511474609375,0.015020370483398438,0.016927719116210938
