mode,load,0_densenet121-4,1_squeezenet1_0-32,2_vgg13-32
mps-uncap,0.8,0.011682510375976562,0.011205673217773438,0.010967254638671875
mps-uncap,0.9,0.011920928955078125,0.010251998901367188,0.011205673217773438
mps-uncap,1.0,0.011682510375976562,0.01430511474609375,0.013113021850585938
mps-uncap,0.5,0.012159347534179688,0.011205673217773438,0.009775161743164062
mps-uncap,0.6,0.012636184692382812,0.0095367431640625,0.011205673217773438
mps-uncap,0.7,0.011920928955078125,0.009059906005859375,0.011682510375976562
mps-uncap,0.1,0.020265579223632812,0.013828277587890625,0.011920928955078125
mps-uncap,0.2,0.021457672119140625,0.013828277587890625,0.011444091796875
mps-uncap,0.3,0.014781951904296875,0.010013580322265625,0.01049041748046875
mps-uncap,0.4,0.012874603271484375,0.011205673217773438,0.011205673217773438
