mode,load,0_densenet121-4,1_squeezenet1_0-32,2_vgg13-32
mps-uncap,0.8,38.108100288131354,1301.2094167275197,1279.0443727456263
mps-uncap,0.9,43.314067815176415,1437.7051430621025,1385.403663609967
mps-uncap,1.0,47.39535861469177,1422.302339374524,1424.4282235611972
mps-uncap,0.5,28.78911245904221,775.2670153492099,780.0999782782743
mps-uncap,0.6,28.958327424866585,938.1534932039086,960.7683218080475
mps-uncap,0.7,37.22550526563937,1163.612556460406,1115.6026595132278
mps-uncap,0.1,5.150740620600645,158.84792552078687,164.54038190717299
mps-uncap,0.2,10.067306087877121,336.4173820067449,335.01667958918284
mps-uncap,0.3,14.682719519989368,457.85087467298445,455.9894303651819
mps-uncap,0.4,19.242657259234402,639.7439830516786,622.0122527879322
