mode,load,0_efficientnet_b6-2,1_mobilenet_v2-4,2_vgg13-8
mps-uncap,0.8,31.128644943237305,6.320953369140625,9.311676025390625
mps-uncap,0.9,39.6198034286499,11.774778366088867,13.603806495666504
mps-uncap,1.0,117.79201030731201,163.56420516967773,58.29191207885742
mps-uncap,0.5,19.0812349319458,6.157636642456055,4.891157150268555
mps-uncap,0.6,19.054770469665527,6.076335906982422,5.30552864074707
mps-uncap,0.7,21.532058715820312,6.068110466003418,6.948947906494141
mps-uncap,0.1,23.521065711975098,5.672693252563477,4.571437835693359
mps-uncap,0.2,22.70984649658203,5.738496780395508,4.594087600708008
mps-uncap,0.3,19.257426261901855,5.837440490722656,4.71186637878418
mps-uncap,0.4,18.753767013549805,6.043672561645508,4.833579063415527
