mode,load,0_efficientnet_b6-2,1_mobilenet_v2-4,2_vgg13-8
mps-uncap,0.8,130.65648078918457,61.62381172180176,94.08092498779297
mps-uncap,0.9,231.22072219848633,156.83317184448242,132.9326629638672
mps-uncap,1.0,720.1066017150879,581.5231800079346,216.85075759887695
mps-uncap,0.5,46.769142150878906,22.48358726501465,28.28502655029297
mps-uncap,0.6,56.32591247558594,27.540206909179688,22.893428802490234
mps-uncap,0.7,79.82778549194336,34.96885299682617,53.33375930786133
mps-uncap,0.1,22.53127098083496,7.253408432006836,8.093118667602539
mps-uncap,0.2,24.3380069732666,12.452840805053711,13.429403305053711
mps-uncap,0.3,31.15534782409668,21.312236785888672,16.030311584472656
mps-uncap,0.4,40.0547981262207,32.6390266418457,27.097463607788086
