mode,load,0_efficientnet_b6-2,1_mobilenet_v2-4,2_vgg13-8
mps-uncap,0.8,133.61956119537354,39.00933265686035,66.21263980865477
mps-uncap,0.9,191.39593839645386,108.31863403320311,85.21241903305055
mps-uncap,1.0,664.4514989852906,552.9538631439209,199.3862962722778
mps-uncap,0.5,49.71424102783197,19.2738628387451,17.52552270889286
mps-uncap,0.6,49.76910352706909,22.066493034362843,20.931835174560547
mps-uncap,0.7,71.58411026000984,23.895988464355487,31.341853141784696
mps-uncap,0.1,35.97521066665649,10.612940788269025,8.695373535156262
mps-uncap,0.2,41.800928115844705,12.21858024597168,10.249228477478018
mps-uncap,0.3,42.1395230293274,16.332001686096188,12.809538841247567
mps-uncap,0.4,44.002923965454166,19.18909311294556,15.468218326568572
