mode,load,0_efficientnet_b6-2,1_mobilenet_v2-4,2_vgg13-8
mps-uncap,0.8,44.78907738687298,510.589969486564,1193.3873051013147
mps-uncap,0.9,49.81296330551521,583.6085936779314,1338.5622698505335
mps-uncap,1.0,57.87383431860531,630.9828374189595,1456.8511138278236
mps-uncap,0.5,27.708526508583667,317.16486815780013,739.9611952515636
mps-uncap,0.6,33.35937550460313,381.14128287093223,882.662059620528
mps-uncap,0.7,41.409866521198346,457.53050254983316,1023.8870900562683
mps-uncap,0.1,6.195851089971878,67.6157969074964,147.65110859943061
mps-uncap,0.2,10.408269928376647,123.83459874116059,304.59502157623183
mps-uncap,0.3,18.054669583853688,191.4929798634693,439.3882815556315
mps-uncap,0.4,21.788247490503277,249.00146265755248,607.4539313589062
