mode,load,0_efficientnet_b6-2,1_mobilenet_v2-4,2_vgg13-8
mps-uncap,0.8,21.439313888549805,5.145788192749023,4.902124404907227
mps-uncap,0.9,28.62536907196045,5.723476409912109,5.004525184631348
mps-uncap,1.0,31.90934658050537,6.366252899169922,5.227088928222656
mps-uncap,0.5,17.685890197753906,5.340576171875,4.645943641662598
mps-uncap,0.6,16.84558391571045,5.224347114562988,4.717826843261719
mps-uncap,0.7,17.154693603515625,5.012154579162598,4.814386367797852
mps-uncap,0.1,23.191452026367188,5.544781684875488,4.503965377807617
mps-uncap,0.2,20.008563995361328,5.546808242797852,4.521608352661133
mps-uncap,0.3,18.16391944885254,5.560398101806641,4.519939422607422
mps-uncap,0.4,17.865657806396484,5.504250526428223,4.614710807800293
