mode,load,0_efficientnet_b6-2,1_mobilenet_v2-4,2_vgg13-8
mps-uncap,0.8,33.86940956115723,6.177186965942383,5.259990692138672
mps-uncap,0.9,35.7283353805542,7.23724365234375,5.276203155517578
mps-uncap,1.0,33.267951011657715,7.42030143737793,5.420446395874023
mps-uncap,0.5,25.163030624389645,6.522893905639648,4.918885231018066
mps-uncap,0.6,25.56133270263672,6.42693042755127,5.027294158935547
mps-uncap,0.7,29.58674430847168,6.395578384399414,5.147886276245117
mps-uncap,0.1,23.939847946166992,6.009984016418457,4.703569412231445
mps-uncap,0.2,24.454355239868164,6.290864944458009,4.808139801025391
mps-uncap,0.3,24.37882423400879,6.522274017333984,4.852294921875
mps-uncap,0.4,24.4020938873291,6.550431251525879,4.906654357910156
