mode,load,0_efficientnet_b6-2,1_mobilenet_v2-4,2_vgg13-8
mps-uncap,0.8,9.827375411987305,2.120494842529297,4.385232925415039
mps-uncap,0.9,9.939193725585938,2.1660327911376953,4.419803619384766
mps-uncap,1.0,9.890317916870117,2.1829605102539062,4.439353942871094
mps-uncap,0.5,9.809255599975586,2.167224884033203,4.391908645629883
mps-uncap,0.6,9.740352630615234,2.1982192993164062,4.3964385986328125
mps-uncap,0.7,10.083436965942383,2.2089481353759766,4.403352737426758
mps-uncap,0.1,9.949684143066406,2.229452133178711,4.410266876220703
mps-uncap,0.2,9.939193725585938,2.2568702697753906,4.411220550537109
mps-uncap,0.3,9.825468063354492,2.2573471069335938,4.4097900390625
mps-uncap,0.4,9.824752807617188,2.2063255310058594,4.415750503540039
