mode,load,0_efficientnet_b6-2,1_mobilenet_v2-4,2_vgg13-8
mps-uncap,0.8,155.67827224731445,67.42262840270996,99.32446479797363
mps-uncap,0.9,266.77632331848145,163.27786445617676,138.09609413146973
mps-uncap,1.0,750.7579326629639,588.0444049835205,222.259521484375
mps-uncap,0.5,67.21711158752441,27.140140533447266,33.55813026428223
mps-uncap,0.6,73.64511489868164,31.203031539916992,27.591705322265625
mps-uncap,0.7,103.0569076538086,39.20769691467285,58.70699882507324
mps-uncap,0.1,38.6958122253418,12.48478889465332,12.610435485839844
mps-uncap,0.2,44.71015930175781,18.7838077545166,17.865419387817383
mps-uncap,0.3,46.79608345031738,25.729894638061523,20.69234848022461
mps-uncap,0.4,58.14313888549805,37.7812385559082,32.01103210449219
