mode,load,0_efficientnet_b6-2,1_mobilenet_v2-4,2_vgg13-8
mps-uncap,0.8,0.012159347534179688,0.009059906005859375,0.008344650268554688
mps-uncap,0.9,0.012874603271484375,0.00858306884765625,0.009298324584960938
mps-uncap,1.0,0.011920928955078125,0.01049041748046875,0.008821487426757812
mps-uncap,0.5,0.012159347534179688,0.009298324584960938,0.009775161743164062
mps-uncap,0.6,0.012159347534179688,0.008344650268554688,0.008106231689453125
mps-uncap,0.7,0.011682510375976562,0.00858306884765625,0.009059906005859375
mps-uncap,0.1,0.012874603271484375,0.01049041748046875,0.010728836059570312
mps-uncap,0.2,0.019550323486328125,0.011205673217773438,0.010967254638671875
mps-uncap,0.3,0.012874603271484375,0.010251998901367188,0.01049041748046875
mps-uncap,0.4,0.012874603271484375,0.0095367431640625,0.01049041748046875
