mode,load,0_densenet169-16,1_efficientnet_b5-8,2_mobilenet_v2-32,3_mobilenet_v2-32
mps-uncap,1.0,0.000476837158203125,0.00667572021484375,0.000476837158203125,0.000476837158203125
