mode,load,0_vgg16-8,1_mobilenet_v3_large-4,2_mobilenet_v3_large-8
mps-uncap,1.0,7.096529006958008,8.676528930664062,8.445024490356445
mig,1.0,11.866331100463867,4.904508590698242,4.986047744750977
