mode,load,0_vgg16-8,1_mobilenet_v3_large-4,2_mobilenet_v3_large-8
mps-uncap,1.0,7.323026657104492,10.237693786621094,9.732484817504883
mig,1.0,12.18717098236084,4.992961883544922,5.074119567871094
