mode,load,0_vgg16-8,1_mobilenet_v3_large-4,2_mobilenet_v3_large-8
mps-uncap,1.0,7.322788238525391,10.237693786621094,9.732365608215332
mig,1.0,12.18717098236084,4.99272346496582,5.074024200439453
