mode,load,0_vgg16-8,1_mobilenet_v3_large-4,2_mobilenet_v3_large-8
mps-uncap,1.0,7.096290588378906,8.676528930664062,8.444905281066895
mig,1.0,11.866331100463867,4.904270172119141,4.985809326171875
