mode,load,0_vgg16-8,1_mobilenet_v3_large-4,2_mobilenet_v3_large-8
mps-uncap,1.0,7.543365955352783,11.043744087219238,10.511493682861326
mig,1.0,13.085107803344727,5.206823348999023,5.413293838500977
