mode,load,0_mobilenet_v3_large-32,1_squeezenet1_0-4,2_vgg11-32
mps-uncap,0.6,34.28483009338379,17.75193214416504,35.34507751464844
mig,0.6,16.79229736328125,10.48731803894043,43.184518814086914
mps-uncap,0.7,30.56788444519043,15.969276428222656,20.847558975219727
mig,0.7,20.798444747924805,13.442039489746094,44.324636459350586
mps-uncap,0.8,32.6535701751709,15.741586685180664,21.157026290893555
mig,0.8,22.984981536865234,17.103910446166992,43.40982437133789
mps-uncap,0.9,27.797698974609375,16.00933074951172,20.516633987426758
mig,0.9,17.734527587890625,10.812044143676758,44.35157775878906
mps-uncap,1.0,30.913591384887695,15.726089477539062,20.592689514160156
mig,1.0,16.27039909362793,10.879039764404297,43.077945709228516
mps-uncap,1.1,27.738332748413086,16.094446182250977,20.357847213745117
mig,1.1,17.40717887878418,10.786056518554688,42.68622398376465
mps-uncap,1.2,33.14614295959473,20.44081687927246,20.52617073059082
mig,1.2,17.946481704711914,8.316516876220703,44.19851303100586
mps-uncap,1.3,27.874469757080078,24.93572235107422,24.40619468688965
mig,1.3,19.229412078857422,12.989044189453125,43.23291778564453
