mode,load,0_mobilenet_v3_large-32,1_squeezenet1_0-4,2_vgg11-32
mps-uncap,0.6,15.334987640380861,4.514622688293458,15.571427345275879
mig,0.6,12.294244766235352,3.0364990234375,39.96913433074951
mps-uncap,0.7,16.158437728881836,4.593348503112793,15.75276851654053
mig,0.7,11.824989318847654,2.9506683349609375,39.4498348236084
mps-uncap,0.8,16.979694366455078,4.652523994445802,15.79270362854004
mig,0.8,11.291360855102537,2.9501914978027344,39.198994636535645
mps-uncap,0.9,16.848087310791016,4.766511917114258,16.051435470581055
mig,0.9,11.045551300048828,2.9282569885253906,39.04533386230469
mps-uncap,1.0,17.671704292297363,7.474875450134299,15.816068649291994
mig,1.0,10.973048210144043,2.9191970825195312,39.09873962402344
mps-uncap,1.1,17.378997802734375,10.331773757934574,16.008853912353516
mig,1.1,10.985326766967773,2.924680709838867,39.18190002441406
mps-uncap,1.2,18.315672874450684,10.786080360412596,15.805482864379883
mig,1.2,10.953426361083984,2.9211044311523438,39.19377326965332
mps-uncap,1.3,18.594312667846683,12.27858066558838,15.986299514770506
mig,1.3,10.999917984008789,2.9320716857910156,39.31589126586914
