mode,load,0_mobilenet_v3_large-32,1_squeezenet1_0-4,2_vgg11-32
mps-uncap,0.6,0.011444091796875,0.011205673217773438,0.012636184692382812
mig,0.6,0.011444091796875,0.011682510375976562,0.0133514404296875
mps-uncap,0.7,0.013589859008789062,0.010967254638671875,0.0133514404296875
mig,0.7,0.011920928955078125,0.011444091796875,0.013113021850585938
mps-uncap,0.8,0.011682510375976562,0.010728836059570312,0.0133514404296875
mig,0.8,0.013828277587890625,0.011444091796875,0.0133514404296875
mps-uncap,0.9,0.013828277587890625,0.0133514404296875,0.013113021850585938
mig,0.9,0.013113021850585938,0.011444091796875,0.0133514404296875
mps-uncap,1.0,0.011205673217773438,0.015020370483398438,0.012636184692382812
mig,1.0,0.013589859008789062,0.01239776611328125,0.0133514404296875
mps-uncap,1.1,0.014543533325195312,0.0133514404296875,0.012874603271484375
mig,1.1,0.015497207641601562,0.014066696166992188,0.016927719116210938
mps-uncap,1.2,0.020742416381835938,0.013828277587890625,0.011444091796875
mig,1.2,0.01621246337890625,0.01430511474609375,0.01621246337890625
mps-uncap,1.3,0.02193450927734375,0.014543533325195312,0.011205673217773438
mig,1.3,0.015020370483398438,0.014066696166992188,0.017404556274414062
