mode,load,0_mobilenet_v3_large-32,1_squeezenet1_0-4,2_vgg11-32
mps-uncap,0.6,6.661534309387207,2.0575523376464844,13.303995132446289
mig,0.6,9.973526000976562,2.6998519897460938,37.67585754394531
mps-uncap,0.7,6.700038909912109,2.0394325256347656,13.596177101135254
mig,0.7,10.007619857788086,2.700328826904297,37.679195404052734
mps-uncap,0.8,6.8149566650390625,2.0978450775146484,13.692140579223633
mig,0.8,10.066986083984375,2.7136802673339844,37.78064250946045
mps-uncap,0.9,6.872892379760742,2.1271705627441406,14.01209831237793
mig,0.9,10.11204719543457,2.733945846557617,37.94503211975098
mps-uncap,1.0,6.950259208679199,2.3794174194335938,13.815164566040039
mig,1.0,10.187387466430664,2.758026123046875,38.13338279724121
mps-uncap,1.1,6.963014602661133,2.8574466705322266,14.102697372436523
mig,1.1,10.235786437988281,2.7687549591064453,38.22290897369385
mps-uncap,1.2,7.016539573669434,2.802133560180664,13.897895812988281
mig,1.2,10.204911231994629,2.7680397033691406,38.236141204833984
mps-uncap,1.3,7.129907608032227,3.108501434326172,14.160394668579102
mig,1.3,10.215044021606445,2.769947052001953,38.36798667907715
