mode,load,0_mobilenet_v3_large-32,1_squeezenet1_0-4,2_vgg11-32
mps-uncap,0.6,9.410619735717773,3.9861202239990234,13.822793960571289
mig,0.6,14.384984970092773,3.740549087524414,52.179813385009766
mps-uncap,0.7,11.134028434753418,6.10041618347168,14.240741729736328
mig,0.7,17.7764892578125,4.455804824829102,62.20269203186035
mps-uncap,0.8,16.106009483337402,15.648603439331055,14.433741569519043
mig,0.8,22.77088165283203,6.029009819030762,86.37845516204834
mps-uncap,0.9,22.150516510009766,1878.6888122558594,14.863967895507812
mig,0.9,46.83661460876465,8.413553237915039,136.63578033447266
mps-uncap,1.0,61.77210807800293,10646.643877029419,15.053749084472656
mig,1.0,265.0139331817627,24.19137954711914,1322.2579956054688
mps-uncap,1.1,1644.2451477050781,17157.844066619873,15.54727554321289
mig,1.1,4432.324409484863,3300.996780395508,4887.49098777771
mps-uncap,1.2,6455.22928237915,19272.634029388428,15.599966049194336
mig,1.2,6699.756026268005,6325.879096984863,8395.435571670532
mps-uncap,1.3,10847.119808197021,24589.192152023315,16.156911849975586
mig,1.3,10372.773170471191,9325.320720672607,12904.71363067627
