mode,load,0_mobilenet_v3_large-32,1_squeezenet1_0-4,2_vgg11-32
mps-uncap,0.6,21.05523586273193,13.648388385772707,18.836820125579834
mig,0.6,14.080023765563965,3.982172012329102,41.955835819244385
mps-uncap,0.7,21.46443605422974,13.877711296081543,19.360108375549313
mig,0.7,14.041688442230225,3.9789390563964795,42.25983142852783
mps-uncap,0.8,25.185718536376935,13.362605571746826,18.815970420837406
mig,0.8,14.009218215942381,3.945541381835935,41.82628393173218
mps-uncap,0.9,21.53091430664061,14.294328689575197,19.1565465927124
mig,0.9,13.959875106811523,3.897919654846192,42.00803756713863
mps-uncap,1.0,26.443614959716797,14.01074886322024,18.345780372619632
mig,1.0,13.661091327667245,3.664731979370117,41.550827026367195
mps-uncap,1.1,23.70770454406737,14.826545715332026,18.00318241119385
mig,1.1,13.378858566284169,3.489570617675783,41.511423587799094
mps-uncap,1.2,26.75809621810913,14.349286556243904,17.945163249969486
mig,1.2,13.160657882690424,3.4755420684814444,41.228666305541985
mps-uncap,1.3,24.700069427490227,14.975361824035645,18.06903839111328
mig,1.3,13.519406318664547,3.600435256958007,41.3702917098999
