mode,load,0_mobilenet_v3_large-32,1_squeezenet1_0-4,2_vgg11-32
mps-uncap,0.6,32.88753271102905,44.23475742340095,20.059909820556644
mig,0.6,63.63065242767334,12.529582977294925,159.04010772705075
mps-uncap,0.7,46.398568153381355,96.15744590759267,25.212652683258042
mig,0.7,73.090078830719,17.74623870849606,214.94392871856684
mps-uncap,0.8,64.14945602416985,108.26408386230473,24.240360260009798
mig,0.8,87.08772659301748,32.71918296813945,670.7281827926632
mps-uncap,0.9,111.96045875549305,3113.501219749451,27.05757141113278
mig,0.9,219.63496208190907,44.10100460052491,533.3280372619627
mps-uncap,1.0,288.32367420196516,20795.284571647655,35.95783710479738
mig,1.0,508.0921959877014,96.9346570968628,2184.665260314942
mps-uncap,1.1,2540.9399795532217,33731.47582292557,30.74384212493898
mig,1.1,8126.865339279174,6994.427719116211,6602.094609737397
mps-uncap,1.2,13715.93039989472,38964.189722537994,35.8261346817017
mig,1.2,14097.472214698792,12830.210914611816,16175.50944328308
mps-uncap,1.3,21160.212659835815,47616.85162067414,49.6599769592285
mig,1.3,20813.52245807647,18745.02402305603,22648.53507041931
