mode,load,0_mobilenet_v3_large-32,1_squeezenet1_0-4,2_vgg11-32
mps-uncap,0.6,14.24851417541504,14.92187976837161,7.986164093017575
mig,0.6,22.685146331787116,5.79094886779785,77.08454132080078
mps-uncap,0.7,19.058489799499508,26.905632019042987,10.764026641845705
mig,0.7,34.715890884399414,7.259368896484388,105.0520420074463
mps-uncap,0.8,34.854912757873535,53.22470664978027,10.313439369201665
mig,0.8,46.64883613586424,13.345837593078613,205.24394512176514
mps-uncap,0.9,56.191444396972656,2942.866086959839,11.788034439086916
mig,0.9,115.70348739624026,20.25837898254395,359.6507549285889
mps-uncap,1.0,178.63411903381348,18455.678415298462,13.770914077758789
mig,1.0,396.8534469604492,66.3841724395752,1846.9171047210696
mps-uncap,1.1,2374.8769760131836,30658.640813827515,14.478874206542972
mig,1.1,7426.13525390625,6340.024518966677,6326.570558547974
mps-uncap,1.2,12779.996514320374,35736.15655899048,17.298293113708496
mig,1.2,12501.838517189026,11575.907421112062,14589.16096687317
mps-uncap,1.3,19642.54083633423,43503.987193107605,21.847200393676772
mig,1.3,18629.29344177246,17030.75523376465,21641.292524337772
