mode,load,0_mobilenet_v3_large-32,1_squeezenet1_0-4,2_vgg11-32
mps-uncap,0.6,23.40774536132813,18.65768432617188,21.469998359680176
mig,0.6,33.05339813232422,8.609437942504881,114.78459835052492
mps-uncap,0.7,28.75049114227294,30.685114860534693,24.338221549987797
mig,0.7,45.03242969512938,10.059261322021493,142.56062507629397
mps-uncap,0.8,44.419217109680176,56.943416595459,24.526953697204597
mig,0.8,56.948137283325195,16.177892684936523,243.38984489440918
mps-uncap,0.9,65.11545181274414,2946.482753753662,26.310253143310547
mig,0.9,126.02400779724121,23.06046485900879,397.9087352752686
mps-uncap,1.0,187.92529106140137,18459.087824821472,27.87489891052246
mig,1.0,407.0432662963868,69.18578147888185,1885.5460166931152
mps-uncap,1.1,2383.2170486450195,30662.550020217896,28.719854354858402
mig,1.1,7436.612510681152,6342.853546142579,6365.366530418395
mps-uncap,1.2,12790.17779827118,35739.10961151123,31.581854820251465
mig,1.2,12512.153768539429,11578.937339782715,14627.67610549927
mps-uncap,1.3,19653.25231552124,43506.80224895478,36.35673522949219
mig,1.3,18639.53161239624,17033.6678981781,21679.912900924683
